Time (s),USB Avg Current (mA),USB Avg Power (mW)
157.7340,630.766,2883.8621
157.7360,650.619,2955.1116
157.7380,658.471,2997.3601
157.7400,633.04,2903.1213
157.7420,608.627,2809.4224
157.7440,641.264,2933.1414
157.7460,628.518,2886.1548
157.7480,629.946,2886.4124
157.7500,658.943,2996.8726
157.7520,632.965,2891.384
157.7540,625.946,2871.8401
157.7560,621.486,2850.1348
157.7580,615.734,2834.8394
157.7600,637.264,2921.2183
157.7620,639.314,2920.3865
157.7640,673.826,3057.8225
157.7660,638.282,2915.6719
157.7680,628.766,2877.2334
157.7700,626.02,2862.1636
157.7720,629.487,2878.0146
157.7740,626.281,2882.1453
157.7760,636.692,2919.8696
157.7780,620.84,2834.7556
157.7800,633.959,2895.9246
157.7820,629.474,2884.2498
157.7840,620.567,2852.1262
157.7860,633.996,2902.4336
157.7880,658.545,3005.5994
157.7900,651.079,2978.0352
157.7920,605.944,2790.9778
157.7940,635.524,2911.9707
157.7960,622.654,2859.2271
157.7980,626.493,2871.844
157.8000,633.673,2902.2222
157.8020,653.65,2984.5659
157.8040,620.678,2846.4292
157.8060,618.976,2826.2444
157.8080,607.919,2797.6433
157.8100,622.654,2861.7178
157.8120,631.002,2879.8933
157.8140,660.968,2998.1509
157.8160,633.735,2893.634
157.8180,618.057,2833.1733
157.8200,618.616,2834.4985
157.8220,632.182,2896.6577
157.8240,607.174,2789.3574
157.8260,623.474,2854.2639
157.8280,663.875,3028.5977
157.8300,629.226,2885.6304
157.8320,621.436,2847.4194
157.8340,636.431,2902.1255
157.8360,642.593,2934.0796
157.8380,624.418,2862.3323
157.8400,640.717,2935.7651
157.8420,635.91,2909.9241
157.8440,626.045,2867.2859
157.8460,627.785,2863.9548
157.8480,631.276,2884.9314
157.8500,625.499,2873.5425
157.8520,637.86,2913.7444
157.8540,641.463,2923.7886
157.8560,613.709,2827.9709
157.8580,606.255,2791.198
157.8600,617.411,2833.9167
157.8620,635.835,2915.9395
157.8640,632.679,2897.6699
157.8660,641.252,2916.4141
157.8680,636.667,2893.0149
157.8700,630.307,2890.5879
157.8720,620.815,2848.2991
157.8740,608.019,2785.9429
157.8760,634.568,2889.8225
157.8780,644.83,2926.2388
157.8800,636.257,2916.6023
157.8820,635.077,2904.8423
157.8840,635.326,2908.5225
157.8860,626.356,2867.458
157.8880,639.326,2921.72
157.8900,617.1,2837.4258
157.8920,648.308,2958.8777
157.8940,635.748,2909.1829
157.8960,635.611,2909.8274
157.8980,629.897,2887.4478
157.9000,625.474,2867.1729
157.9020,629.101,2880.0244
157.9040,652.57,2978.3296
157.9060,606.863,2796.4246
157.9080,619.088,2834.1851
157.9100,639.065,2919.2488
157.9120,635.338,2912.3894
157.9140,622.442,2859.4985
157.9160,637.525,2899.4636
157.9180,661.142,3008.1963
157.9200,621.598,2853.135
157.9220,609.522,2807.4583
157.9240,629.139,2881.4565
157.9260,624.318,2866.8682
157.9280,619.883,2842.7834
157.9300,646.035,2945.9194
157.9320,625.3,2872.6282
157.9340,619.66,2850.4358
157.9360,615.15,2822.3081
157.9380,633.922,2913.5056
157.9400,604.304,2788.2585
157.9420,632.779,2885.4722
157.9440,657.141,2978.1631
157.9460,612.777,2805.293
157.9480,623.461,2861.686
157.9500,615.982,2832.2852
157.9520,633.897,2905.7837
157.9540,633.102,2903.4058
157.9560,623.411,2870.1843
157.9580,631.226,2893.54
157.9600,635.388,2908.8064
157.9620,623.337,2854.8833
157.9640,619.076,2827.939
157.9660,624.828,2851.7151
157.9680,634.294,2887.3064
157.9700,645.165,2944.533
157.9720,594.502,2746.5991
157.9740,634.468,2907.1323
157.9760,632.369,2900.0442
157.9780,621.871,2844.4377
157.9800,635.313,2900.8391
157.9820,659.266,2999.6604
157.9840,622.293,2856.3252
157.9860,630.269,2879.0686
157.9880,618.951,2842.2229
157.9900,607.298,2792.3562
157.9920,620.84,2850.8975
157.9940,660.036,3001.8438
157.9960,653.998,2992.6948
157.9980,633.711,2904.9314
158.0000,620.79,2855.6338
158.0020,643.513,2944.7156
158.0040,638.146,2920.1562
158.0060,600.627,2761.6831
158.0080,657.079,2977.8821
158.0100,640.904,2934.0586
158.0120,621.585,2853.0754
158.0140,624.617,2860.7458
158.0160,623.026,2853.459
158.0180,662.869,3025.3342
158.0200,630.282,2885.4309
158.0220,604.826,2794.2959
158.0240,620.455,2851.6113
158.0260,608.168,2797.573
158.0280,604.764,2789.1714
158.0300,609.572,2800.3738
158.0320,614.814,2820.7666
158.0340,645.302,2945.1584
158.0360,629.636,2886.2515
158.0380,590.551,2728.3457
158.0400,585.445,2710.6104
158.0420,586.775,2713.2478
158.0440,586.414,2711.5784
158.0460,588.39,2717.1851
158.0480,567.99,2638.8813
158.0500,566.648,2626.9802
158.0520,566.661,2620.2405
158.0540,548.56,2552.998
158.0560,568.972,2643.4438
158.0580,578.277,2669.3267
158.0600,594.788,2736.0249
158.0620,580.886,2680.2078
158.0640,645.96,2944.2859
158.0660,639.363,2921.8889
158.0680,575.395,2669.8328
158.0700,569.643,2647.7004
158.0720,583.954,2690.8599
158.0740,566.748,2634.2444
158.0760,567.916,2640.8096
158.0780,566.698,2632.8789
158.0800,565.94,2624.8298
158.0820,566.624,2624.6025
158.0840,586.104,2705.4563
158.0860,574.997,2671.436
158.0880,542.857,2532.9707
158.0900,566.648,2624.7136
158.0920,567.431,2627.2058
158.0940,565.294,2620.7031
158.0960,568.475,2638.8608
158.0980,591.172,2737.1265
158.1000,565.518,2629.6587
158.1020,567.083,2624.46
158.1040,542.435,2523.4075
158.1060,565.953,2630.5493
158.1080,567.717,2635.3423
158.1100,593.086,2743.6157
158.1120,578.737,2683.0249
158.1140,565.853,2631.2166
158.1160,566.065,2626.5415
158.1180,571.084,2650.9719
158.1200,552.684,2575.5076
158.1220,573.929,2664.1787
158.1240,605,2787.8398
158.1260,571.742,2644.8784
158.1280,575.146,2660.6252
158.1300,570.09,2648.6382
158.1320,569.009,2637.9258
158.1340,569.804,2639.3323
158.1360,584.501,2715.5916
158.1380,568.04,2639.1138
158.1400,573.084,2662.5481
158.1420,567.307,2639.1121
158.1440,572.438,2654.9673
158.1460,566.164,2621.3394
158.1480,588.824,2728.6101
158.1500,591.918,2740.5806
158.1520,564.387,2628.9148
158.1540,542.062,2523.8408
158.1560,567.94,2630.698
158.1580,565.555,2623.0439
158.1600,566.711,2632.9392
158.1620,598.142,2759.8271
158.1640,560.747,2600.7446
158.1660,560.362,2598.959
158.1680,563.667,2618.7969
158.1700,537.627,2515.019
158.1720,561.244,2612.0295
158.1740,582.501,2696.9795
158.1760,585.793,2720.4229
158.1780,561.729,2609.793
158.1800,560.399,2599.1306
158.1820,560.499,2599.5945
158.1840,562.4,2616.2849
158.1860,540.137,2524.6003
158.1880,586.799,2711.0115
158.1900,562.213,2615.4148
158.1920,563.244,2622.4641
158.1940,561.319,2612.3784
158.1960,560.362,2601.2004
158.1980,560.921,2601.5518
158.2000,585.532,2708.6709
158.2020,573.047,2668.1069
158.2040,550.771,2565.4912
158.2060,560.896,2609.2881
158.2080,562.921,2618.7085
158.2100,561.58,2614.7166
158.2120,567.456,2637.5354
158.2140,581.992,2691.1311
158.2160,561.344,2609.1267
158.2180,562.101,2605.9004
158.2200,541.056,2519.157
158.2220,562.946,2612.0693
158.2240,565.332,2627.6628
158.2260,588.141,2725.4453
158.2280,593.048,2745.8123
158.2300,563.07,2620.5276
158.2320,563.903,2624.4045
158.2340,564.263,2620.4375
158.2360,541.888,2524.1143
158.2380,564.176,2616.6484
158.2400,587.048,2713.3359
158.2420,565.692,2630.468
158.2440,563.99,2622.5535
158.2460,562.834,2620.5552
158.2480,564.276,2621.6262
158.2500,563.977,2612.3413
158.2520,569.941,2646.8059
158.2540,580.948,2687.4653
158.2560,564.151,2623.3022
158.2580,564.934,2629.2029
158.2600,564.226,2622.5225
158.2620,570.935,2643.4292
158.2640,563.63,2612.9888
158.2660,587.942,2718.644
158.2680,566.176,2633.8508
158.2700,540.609,2527.8877
158.2720,567.046,2623.1548
158.2740,568.177,2634.0686
158.2760,565.692,2628.2051
158.2780,588.762,2722.4355
158.2800,592.489,2745.594
158.2820,567.17,2630.5344
158.2840,567.195,2623.844
158.2860,542.659,2529.8762
158.2880,570.214,2649.2141
158.2900,574.003,2655.3379
158.2920,597.496,2764.0164
158.2940,567.791,2640.2283
158.2960,567.158,2636.1504
158.2980,569.506,2649.3418
158.3000,568.562,2641.5391
158.3020,546.423,2544.1455
158.3040,593.881,2753.2324
158.3060,572.848,2663.7434
158.3080,566.412,2628.1516
158.3100,565.505,2619.4192
158.3120,566.835,2624.4463
158.3140,565.282,2626.3
158.3160,567.878,2638.3611
158.3180,573.519,2656.5398
158.3200,562.598,2612.7053
158.3220,564.934,2628.073
158.3240,564.797,2616.1396
158.3260,563.741,2615.7583
158.3280,562.897,2618.5967
158.3300,592.067,2734.1655
158.3320,564.536,2626.2214
158.3340,556.325,2594.7
158.3360,553.616,2575.4216
158.3380,566.847,2633.571
158.3400,568.077,2640.4219
158.3420,592.39,2738.0269
158.3440,591.645,2729.8501
158.3460,570.848,2643.0264
158.3480,566.251,2621.7422
158.3500,573.196,2664.2148
158.3520,544.075,2541.9185
158.3540,568.388,2632.7732
158.3560,592.725,2726.5349
158.3580,572.835,2659.1003
158.3600,567.568,2639.1912
158.3620,586.712,2718.8232
158.3640,564.189,2616.7087
158.3660,568.139,2639.5737
158.3680,562.772,2612.3877
158.3700,577.196,2680.4983
158.3720,566.114,2633.5623
158.3740,567.94,2639.7849
158.3760,564.325,2617.3394
158.3780,566.4,2624.6975
158.3800,566.487,2631.8984
158.3820,587.247,2713.0811
158.3840,542.274,2535.6733
158.3860,564.984,2622.6558
158.3880,564.611,2616.4075
158.3900,566.35,2622.2004
158.3920,564.002,2615.8413
158.3940,592.825,2745.9653
158.3960,566.127,2623.4324
158.3980,564.686,2614.4961
158.4000,545.094,2543.4084
158.4020,559.43,2600.2305
158.4040,564.4,2623.3313
158.4060,568.139,2639.5737
158.4080,593.931,2736.834
158.4100,563.828,2612.7788
158.4120,568.413,2640.8469
158.4140,567.94,2630.698
158.4160,571.146,2651.2598
158.4180,546.15,2551.6128
158.4200,598.092,2763.1848
158.4220,571.171,2654.8027
158.4240,570.897,2653.5291
158.4260,565.791,2630.9282
158.4280,565.766,2630.812
158.4300,565.543,2630.9062
158.4320,587.52,2716.6926
158.4340,566.239,2620.554
158.4360,565.468,2620.3787
158.4380,567.208,2635.2483
158.4400,567.816,2640.3442
158.4420,564.698,2615.6812
158.4440,564.586,2619.679
158.4460,588.005,2716.583
158.4480,565.841,2631.1606
158.4500,541.28,2529.9426
158.4520,563.915,2624.4602
158.4540,565.071,2626.4497
158.4560,565.878,2622.2786
158.4580,588.427,2720.8865
158.4600,591.247,2741.0212
158.4620,566.499,2635.3535
158.4640,565.058,2627.5198
158.4660,545.851,2551.3076
158.4680,559.331,2603.1262
158.4700,565.108,2622.1008
158.4720,594.316,2751.6831
158.4740,563.903,2624.4045
158.4760,563.17,2620.9929
158.4780,562.897,2615.2192
158.4800,562.971,2609.9336
158.4820,563.866,2616.3384
158.4840,560.263,2598.4998
158.4860,582.911,2707.0388
158.4880,564.487,2625.9934
158.4900,563.468,2620.1262
158.4920,563.642,2622.0627
158.4940,562.909,2620.9043
158.4960,564.934,2625.8132
158.4980,593.123,2735.4832
158.5000,539.938,2515.0312
158.5020,563.133,2611.8108
158.5040,565.356,2626.644
158.5060,564.189,2624.6074
158.5080,563.269,2621.4536
158.5100,582.861,2697.4807
158.5120,586.75,2722.52
158.5140,563.903,2624.4045
158.5160,542.447,2533.2275
158.5180,563.257,2612.386
158.5200,564.586,2615.1624
158.5220,566.052,2625.3491
158.5240,589.247,2723.4998
158.5260,563.667,2622.1787
158.5280,563.406,2620.9646
158.5300,562.996,2620.1831
158.5320,563.344,2627.4365
158.5340,541.006,2527.5798
158.5360,587.868,2717.126
158.5380,591.048,2730.6416
158.5400,563.654,2613.1001
158.5420,563.816,2617.2339
158.5440,563.195,2618.8569
158.5460,562.934,2618.769
158.5480,564.884,2624.4509
158.5500,561.704,2607.4299
158.5520,563.779,2622.7
158.5540,565.058,2622.9993
158.5560,564.251,2612.4822
158.5580,563.021,2609.0393
158.5600,563.12,2617.3816
158.5620,602.49,2785.9138
158.5640,592.34,2740.165
158.5660,544.125,2530.1814
158.5680,569.394,2637.4329
158.5700,566.487,2630.7656
158.5720,574.115,2661.5972
158.5740,570.761,2641.4817
158.5760,588.613,2713.5059
158.5780,567.642,2639.5354
158.5800,573.618,2665.0291
158.5820,543.802,2530.8545
158.5840,567.704,2633.011
158.5860,565.592,2630.0027
158.5880,590.576,2728.4609
158.5900,568.015,2638.9978
158.5920,564.574,2627.5271
158.5940,564.412,2623.3867
158.5960,566.984,2627.4038
158.5980,553.256,2583.7056
158.6000,551.492,2561.1289
158.6020,588.29,2722.606
158.6040,566.263,2626.3279
158.6060,564.437,2614.4722
158.6080,563.89,2616.4497
158.6100,563.344,2620.6763
158.6120,563.108,2616.1995
158.6140,589.346,2716.8853
158.6160,541.553,2521.4707
158.6180,563.22,2616.72
158.6200,564.661,2625.6738
158.6220,563.431,2617.7004
158.6240,564.238,2623.7065
158.6260,578.811,2676.4219
158.6280,593.732,2751.354
158.6300,570.91,2650.1643
158.6320,544.062,2541.8577
158.6340,567.145,2636.0898
158.6360,569.767,2640.3003
158.6380,571.73,2643.6794
158.6400,589.955,2719.6926
158.6420,567.767,2638.981
158.6440,566.152,2622.416
158.6460,569.245,2639.0198
158.6480,545.305,2548.7554
158.6500,566.673,2635.0293
158.6520,587.122,2711.3293
158.6540,585.333,2718.2866
158.6560,567.282,2635.592
158.6580,563.369,2619.666
158.6600,563.63,2623.134
158.6620,565.605,2630.0632
158.6640,549.902,2559.2437
158.6660,579.258,2671.5378
158.6680,564.487,2625.9934
158.6700,565.605,2628.9319
158.6720,564.512,2626.1099
158.6740,563.369,2621.9192
158.6760,562.71,2616.6016
158.6780,584.166,2701.1836
158.6800,567.133,2638.3027
158.6820,540.907,2522.7903
158.6840,565.009,2617.1216
158.6860,564.648,2621.0962
158.6880,563.22,2620.0994
158.6900,568.587,2621.186
158.6920,587.694,2712.7954
158.6940,564.437,2621.2456
158.6960,564.412,2623.3867
158.6980,541.056,2525.6497
158.7000,563.456,2621.1973
158.7020,564.897,2625.6411
158.7040,593.558,2745.7991
158.7060,573.879,2662.7986
158.7080,567.307,2639.1121
158.7100,572.078,2655.5862
158.7120,568.462,2634.2527
158.7140,550.274,2559.8745
158.7160,583.495,2695.7468
158.7180,591.197,2730.1479
158.7200,566.549,2624.2549
158.7220,570.872,2645.4209
158.7240,565.207,2625.9514
158.7260,570.773,2654.0945
158.7280,566.872,2634.821
158.7300,572.14,2652.4412
158.7320,564.673,2624.5999
158.7340,566.574,2635.7021
158.7360,565.791,2630.9282
158.7380,566.313,2634.488
158.7400,563.704,2622.3508
158.7420,585.942,2707.052
158.7440,580.14,2694.1702
158.7460,561.145,2618.3025
158.7480,542.621,2529.699
158.7500,564.934,2621.2937
158.7520,564.549,2624.0237
158.7540,567.704,2638.688
158.7560,585.048,2707.6018
158.7580,563.667,2622.1787
158.7600,570.562,2641.7021
158.7620,565.679,2620.2251
158.7640,540.335,2519.042
158.7660,563.17,2618.7405
158.7680,592.626,2742.6729
158.7700,572.512,2659.8909
158.7720,564.276,2625.012
158.7740,563.443,2623.3906
158.7760,563.393,2622.031
158.7780,564.586,2624.1956
158.7800,543.802,2533.0298
158.7820,590.589,2724.9775
158.7840,566.822,2632.3215
158.7860,565.828,2626.5737
158.7880,566.301,2621.9739
158.7900,564.723,2613.5381
158.7920,564.71,2615.7368
158.7940,592.875,2735.5251
158.7960,550.398,2565.9556
158.7980,563.48,2616.801
158.8000,566.251,2629.6697
158.8020,566.388,2631.4385
158.8040,567.245,2634.2859
158.8060,568.139,2633.8923
158.8080,587.383,2699.6123
158.8100,564.611,2617.5369
158.8120,567.456,2634.1309
158.8140,548.137,2557.6072
158.8160,566.748,2631.9778
158.8180,568.872,2636.1528
158.8200,592.39,2732.1028
158.8220,569.953,2650.2815
158.8240,567.406,2637.303
158.8260,567.419,2638.4985
158.8280,570.786,2654.155
158.8300,543.553,2540.5664
158.8320,570.5,2645.979
158.8340,598.751,2759.0444
158.8360,570.599,2645.2971
158.8380,567.394,2638.3821
158.8400,566.847,2636.9722
158.8420,566.947,2635.1697
158.8440,570.636,2653.4573
158.8460,567.245,2635.4202
158.8480,570.562,2649.6899
158.8500,568.139,2633.8923
158.8520,570.86,2643.0818
158.8540,568.065,2638.094
158.8560,566.984,2637.6096
158.8580,570.351,2649.8508
158.8600,597.285,2757.0676
158.8620,561.431,2618.5144
158.8640,546.622,2549.4451
158.8660,568.338,2643.9084
158.8680,570.177,2649.0422
158.8700,567.68,2632.8999
158.8720,590.539,2722.3848
158.8740,570.686,2644.5586
158.8760,568.81,2643.8286
158.8780,567.791,2640.2283
158.8800,542.907,2536.4614
158.8820,566.872,2637.0886
158.8840,573.208,2664.2708
158.8860,591.582,2731.9255
158.8880,567.009,2629.7876
158.8900,566.437,2623.7363
158.8920,564.884,2628.97
158.8940,565.133,2625.6079
158.8960,541.926,2524.2915
158.8980,587.11,2704.2285
158.9000,567.767,2638.981
158.9020,565.878,2631.3328
158.9040,564.922,2626.8875
158.9060,562.996,2615.6792
158.9080,563.505,2621.4253
158.9100,574.972,2658.6704
158.9120,564.474,2621.4172
158.9140,562.561,2617.0337
158.9160,564.822,2621.9041
158.9180,564.748,2615.9126
158.9200,564.102,2621.9458
158.9220,563.406,2615.3308
158.9240,585.023,2693.446
158.9260,564.189,2616.7087
158.9280,558.996,2606.0393
158.9300,542,2525.72
158.9320,565.046,2626.3337
158.9340,564.325,2622.9824
158.9360,588.539,2713.1648
158.9380,587.085,2724.0745
158.9400,566.872,2635.9548
158.9420,566.872,2629.1523
158.9440,572.786,2647.417
158.9460,544.361,2541.0774
158.9480,572.898,2657.1011
158.9500,596.378,2754.0735
158.9520,572.363,2650.0405
158.9540,566.611,2627.9419
158.9560,565.356,2627.7747
158.9580,565.866,2632.4087
158.9600,579.817,2688.0317
158.9620,568.288,2640.2661
158.9640,581.259,2698.2043
158.9660,567.431,2634.0149
158.9680,572.202,2649.2954
158.9700,566.288,2626.4438
158.9720,565.468,2630.5571
158.9740,568.003,2637.8059
158.9760,599.558,2774.7542
158.9780,545.876,2550.3325
158.9800,569.68,2638.7578
158.9820,566.934,2629.4399
158.9840,568.065,2639.23
158.9860,564.698,2616.8103
158.9880,591.819,2740.1218
158.9900,569.953,2650.2815
158.9920,565.828,2632.2319
158.9940,560.785,2617.7444
158.9960,544.199,2535.967
158.9980,565.294,2619.5723
159.0000,568.338,2642.7717
159.0020,594.117,2746.009
159.0040,563.741,2612.3757
159.0060,562.921,2614.2053
159.0080,563.381,2621.9751
159.0100,564.474,2624.8042
159.0120,540.969,2530.6528
159.0140,594.639,2748.4214
159.0160,566.524,2629.8044
159.0180,565.282,2625.1697
159.0200,564.822,2623.0334
159.0220,564.002,2612.4573
159.0240,564.189,2613.3235
159.0260,571.394,2639.8401
159.0280,564.387,2621.0134
159.0300,568.611,2642.9038
159.0320,570.4,2652.3601
159.0340,572.214,2659.6504
159.0360,568.524,2644.7734
159.0380,568.127,2636.1094
159.0400,592.079,2728.2998
159.0420,572.736,2657.4951
159.0440,547.554,2558.1724
159.0460,565.605,2621.0134
159.0480,567.431,2636.2844
159.0500,567.854,2640.5212
159.0520,587.371,2719.5276
159.0540,590.129,2739.3792
159.0560,564.909,2625.6968
159.0580,566.499,2625.1565
159.0600,561.356,2609.1826
159.0620,555.405,2585.9658
159.0640,566.164,2631.53
159.0660,590.303,2727.1997
159.0680,564.464,2625.8865
159.0700,563.681,2622.2441
159.0720,563.06,2619.355
159.0740,563.01,2620.2485
159.0760,562.998,2624.6968
159.0780,569.234,2648.0767
159.0800,570.651,2652.3857
159.0820,564.638,2622.179
159.0840,563.619,2610.6833
159.0860,563.569,2614.96
159.0880,562.998,2619.0667
159.0900,565.992,2628.4668
159.0920,596.342,2753.9072
159.0940,544.711,2541.6213
159.0960,564.663,2623.4243
159.0980,566.402,2632.6362
159.1000,565.669,2625.8357
159.1020,569.272,2632.3137
159.1040,585.807,2700.5703
159.1060,574.042,2664.7031
159.1080,568.303,2631.2429
159.1100,552.6,2575.1157
159.1120,567.272,2638.9492
159.1140,568.539,2641.4321
159.1160,573.57,2656.7764
159.1180,596.851,2756.2581
159.1200,566.899,2625.876
159.1220,572.874,2656.9897
159.1240,567.98,2641.1069
159.1260,553.792,2583.9934
159.1280,563.619,2621.9556
159.1300,595.224,2748.7444
159.1320,569.781,2641.5049
159.1340,573.533,2656.605
159.1360,567.048,2636.7732
159.1380,572.527,2659.9602
159.1400,566.439,2633.9414
159.1420,576.191,2672.3738
159.1440,571.719,2660.78
159.1460,567.632,2632.6772
159.1480,568.315,2632.4351
159.1500,572.887,2654.7583
159.1520,567.445,2638.6194
159.1540,572.104,2659.1392
159.1560,589.783,2724.7974
159.1580,575.396,2674.4404
159.1600,556.712,2589.824
159.1620,569.147,2635.1506
159.1640,570.849,2647.5977
159.1660,576.092,2675.3711
159.1680,573.098,2661.4673
159.1700,604.566,2794.3042
159.1720,569.272,2635.7292
159.1740,575.819,2672.9517
159.1760,550.09,2568.9204
159.1780,567.122,2635.9829
159.1800,570.576,2653.1785
159.1820,597.087,2747.7944
159.1840,572.328,2651.0232
159.1860,575.073,2671.7891
159.1880,568.887,2643.0491
159.1900,574.005,2667.9751
159.1920,569.533,2646.0503
159.1940,549.481,2557.2847
159.1960,599.212,2759.9702
159.1980,576.117,2672.0308
159.2000,569.334,2647.4031
159.2020,575.334,2671.8511
159.2040,568.414,2643.1252
159.2060,574.378,2669.7087
159.2080,592.317,2730.5815
159.2100,549.183,2554.7993
159.2120,568.514,2633.3567
159.2140,576.104,2671.9705
159.2160,567.88,2637.2349
159.2180,569.321,2637.0947
159.2200,569.905,2632.9612
159.2220,594.715,2749.9624
159.2240,567.644,2638.4092
159.2260,545.978,2549.7175
159.2280,567.321,2636.9077
159.2300,569.831,2649.7141
159.2320,568.315,2638.1184
159.2340,593.845,2730.4993
159.2360,568.713,2636.5537
159.2380,569.247,2644.7214
159.2400,566.787,2635.5596
159.2420,563.83,2627.4478
159.2440,544.885,2542.4333
159.2460,573.073,2661.3511
159.2480,589.062,2720.2883
159.2500,567.806,2638.0269
159.2520,566.712,2635.2107
159.2540,566.278,2633.1929
159.2560,565.507,2623.9524
159.2580,567.346,2626.812
159.2600,575.446,2670.0693
159.2620,565.694,2622.5574
159.2640,565.644,2614.4065
159.2660,564.34,2617.4089
159.2680,564.75,2623.8284
159.2700,563.892,2619.8423
159.2720,589.223,2724.5674
159.2740,593.05,2742.2632
159.2760,541.108,2523.7275
159.2780,568.737,2644.6272
159.2800,573.26,2664.5125
159.2820,569.769,2649.4258
159.2840,570.427,2645.6404
159.2860,597.323,2751.2698
159.2880,572.141,2652.4458
159.2900,569.359,2646.3806
159.2920,547.618,2558.4712
159.2940,565.545,2619.6042
159.2960,567.296,2632.2534
159.2980,594.305,2746.8777
159.3000,575.073,2671.7891
159.3020,566.054,2632.1511
159.3040,566.228,2632.9604
159.3060,565.632,2632.4514
159.3080,551.158,2573.908
159.3100,557.519,2586.8879
159.3120,592.23,2730.1802
159.3140,566.414,2628.1609
159.3160,564.464,2624.7576
159.3180,563.793,2613.7446
159.3200,563.656,2613.1094
159.3220,562.737,2615.6016
159.3240,590.081,2733.2551
159.3260,545.717,2548.4983
159.3280,564.663,2624.5537
159.3300,564.961,2628.1985
159.3320,563.805,2618.3103
159.3340,564.128,2613.0408
159.3360,566.327,2625.4922
159.3380,585.795,2705.2012
159.3400,564.65,2625.6226
159.3420,540.474,2526.1753
159.3440,563.47,2621.2622
159.3460,565.073,2628.7195
159.3480,564.712,2624.781
159.3500,592.69,2737.0425
159.3520,569.321,2635.9563
159.3540,563.346,2616.179
159.3560,564.551,2626.2913
159.3580,544.04,2542.8428
159.3600,562.041,2611.2424
159.3620,567.595,2639.3167
159.3640,586.118,2707.865
159.3660,564.402,2618.8252
159.3680,563.992,2614.667
159.3700,562.886,2617.4199
159.3720,562.625,2618.4565
159.3740,563.905,2622.1584
159.3760,570.228,2652.7007
159.3780,572.402,2660.5242
159.3800,564.75,2623.8284
159.3820,563.545,2611.4673
159.3840,564.191,2617.8459
159.3860,563.085,2619.4714
159.3880,565.942,2631.6304
159.3900,588.043,2720.2871
159.3920,540.847,2530.0823
159.3940,563.172,2616.4971
159.3960,565.247,2618.2241
159.3980,564.601,2623.1362
159.4000,564.364,2626.55
159.4020,586.739,2706.0403
159.4040,566.849,2629.0457
159.4060,563.868,2623.1138
159.4080,542.189,2529.854
159.4100,563.371,2621.9285
159.4120,564.228,2619.1467
159.4140,567.607,2628.0205
159.4160,587.31,2705.1499
159.4180,563.023,2619.1831
159.4200,563.296,2618.1997
159.4220,563.184,2618.8057
159.4240,560.215,2611.7227
159.4260,541.257,2526.5879
159.4280,592.18,2738.2402
159.4300,569.371,2636.1877
159.4320,564.041,2612.6379
159.4340,566.253,2633.0764
159.4360,570.303,2646.2058
159.4380,566.054,2624.2266
159.4400,574.887,2653.6787
159.4420,573.322,2659.0676
159.4440,570.278,2643.8091
159.4460,567.818,2638.0823
159.4480,567.098,2627.9321
159.4500,567.47,2631.9258
159.4520,571.657,2657.0615
159.4540,596.056,2759.7395
159.4560,574.626,2669.7122
159.4580,543.506,2542.521
159.4600,571.707,2657.2939
159.4620,568.34,2633.6875
159.4640,565.532,2629.7239
159.4660,588.254,2724.7927
159.4680,593.36,2740.1365
159.4700,563.967,2613.4229
159.4720,567.098,2631.3347
159.4740,543.481,2540.2302
159.4760,566.762,2635.4434
159.4780,565.01,2627.2966
159.4800,592.938,2740.5596
159.4820,564.191,2623.488
159.4840,563.743,2623.6597
159.4860,563.445,2621.1462
159.4880,564.725,2616.9355
159.4900,549.655,2559.1938
159.4920,572.266,2651.8806
159.4940,575.235,2659.8867
159.4960,564.849,2618.6401
159.4980,564.402,2623.3403
159.5000,564.228,2622.5317
159.5020,563.781,2619.3264
159.5040,565.495,2629.5518
159.5060,591.683,2737.1255
159.5080,541.68,2522.062
159.5100,572.887,2661.6331
159.5120,569.694,2649.0769
159.5140,568.501,2638.9817
159.5160,568.675,2632.9653
159.5180,598.392,2765.7681
159.5200,573.669,2666.4133
159.5220,569.533,2646.0503
159.5240,544.636,2545.6284
159.5260,566.576,2634.5784
159.5280,567.073,2636.8894
159.5300,569.247,2645.8599
159.5320,595.684,2759.2083
159.5340,566.414,2634.958
159.5360,565.321,2624.2202
159.5380,566.588,2625.5688
159.5400,544.04,2535.2263
159.5420,564.315,2626.322
159.5440,594.839,2745.7769
159.5460,566.514,2624.0928
159.5480,564.551,2620.646
159.5500,626.555,2870.8748
159.5520,635.885,2913.625
159.5540,572.129,2659.2556
159.5560,565.545,2632.0461
159.5580,591.534,2736.4363
159.5600,574.663,2666.4363
159.5620,563.793,2623.8926
159.5640,563.145,2617.4978
159.5660,564.611,2620.9246
159.5680,564.599,2624.2561
159.5700,593.235,2734.8135
159.5720,552.498,2566.9055
159.5740,545.379,2533.8308
159.5760,563.307,2618.2507
159.5780,566.735,2629.6501
159.5800,563.766,2620.3843
159.5820,585.88,2707.9375
159.5840,587.247,2716.6047
159.5860,564.636,2612.0061
159.5880,564.996,2618.1912
159.5900,540.311,2523.2522
159.5920,563.692,2618.9131
159.5940,568.872,2639.5662
159.5960,588.576,2712.158
159.5980,568.177,2624.9778
159.6000,563.915,2617.6934
159.6020,566.624,2630.2688
159.6040,565.195,2624.7656
159.6060,542.708,2534.4465
159.6080,588.539,2724.9355
