Time (s),USB Avg Current (mA),USB Avg Power (mW)
21.3980,577.435,2673.5242
21.4000,570.006,2644.8276
21.4020,567.671,2633.9934
21.4040,564.776,2629.5972
21.4060,545.086,2530.2893
21.4080,596.182,2749.5913
21.4100,569.758,2643.677
21.4120,573.05,2657.8059
21.4140,570.392,2647.76
21.4160,570.888,2644.3533
21.4180,587.411,2707.9648
21.4200,576.168,2669.9626
21.4220,548.291,2557.2292
21.4240,570.242,2649.3442
21.4260,570.23,2639.0242
21.4280,572.056,2647.4751
21.4300,594.617,2748.3198
21.4320,571.435,2652.6013
21.4340,568.926,2637.5413
21.4360,569.683,2635.3535
21.4380,547.421,2555.3613
21.4400,595.325,2746.8296
21.4420,573.336,2664.8655
21.4440,573.584,2664.8711
21.4460,572.938,2664.1616
21.4480,571.994,2652.9082
21.4500,571.857,2649.9851
21.4520,596.107,2759.9753
21.4540,554.739,2589.5217
21.4560,564.429,2625.7239
21.4580,567.708,2635.3008
21.4600,568.503,2642.4019
21.4620,590.765,2718.7007
21.4640,569.261,2644.7864
21.4660,566.665,2631.5923
21.4680,565.77,2631.9622
21.4700,567,2630.8799
21.4720,548.005,2547.1272
21.4740,590.43,2737.2336
21.4760,567.808,2628.9509
21.4780,568.69,2642.1338
21.4800,567.559,2636.8792
21.4820,569.249,2647.0081
21.4840,584.802,2699.446
21.4860,566.851,2622.2527
21.4880,541.93,2534.0647
21.4900,573.336,2653.3989
21.4920,569.311,2638.187
21.4940,587.175,2719.7944
21.4960,574.181,2666.4968
21.4980,567.559,2639.1494
21.5000,565.584,2620.916
21.5020,571.92,2655.9963
21.5040,549.21,2561.5156
21.5060,593.734,2732.364
21.5080,572.317,2654.4062
21.5100,573.137,2660.5022
21.5120,574.193,2665.4041
21.5140,573.199,2661.936
21.5160,594.877,2744.7625
21.5180,570.727,2651.5977
21.5200,548.241,2559.1892
21.5220,569.174,2635.2756
21.5240,569.758,2639.1189
21.5260,573.783,2663.501
21.5280,591.151,2727.5706
21.5300,570.69,2651.4258
21.5320,568.255,2641.249
21.5340,569.485,2645.8271
21.5360,553.26,2583.7244
21.5380,575.734,2667.9514
21.5400,569.969,2636.6765
21.5420,570.429,2643.3679
21.5440,570.18,2650.1965
21.5460,568.826,2643.9031
21.5480,585.622,2704.4023
21.5500,577.808,2682.1848
21.5520,566.677,2633.9146
21.5540,548.279,2560.4629
21.5560,566.18,2630.4722
21.5580,572.168,2646.8494
21.5600,593.896,2744.9873
21.5620,568.814,2643.8474
21.5640,566.205,2619.2644
21.5660,568.106,2626.9224
21.5680,566.503,2627.4409
21.5700,566.168,2628.1521
21.5720,567.584,2632.4546
21.5740,570.056,2643.9199
21.5760,567.174,2631.6873
21.5780,567.422,2629.4333
21.5800,576.392,2675.6118
21.5820,594.902,2749.637
21.5840,574.628,2672.0203
21.5860,552.167,2574.2026
21.5880,573.982,2657.5366
21.5900,588.48,2721.1316
21.5920,595.126,2748.2917
21.5940,576.479,2678.3213
21.5960,574.441,2670.0015
21.5980,574.491,2670.2341
21.6000,573.584,2656.8411
21.6020,552.825,2575.0588
21.6040,585.262,2713.2749
21.6060,567.957,2630.7766
21.6080,568.764,2635.6521
21.6100,570.329,2649.7483
21.6120,569.187,2644.4429
21.6140,588.703,2725.6951
21.6160,566.429,2631.6292
21.6180,568.218,2630.8494
21.6200,544.117,2535.5852
21.6220,567.658,2638.4744
21.6240,574.342,2656.906
21.6260,588.877,2732.3892
21.6280,569.932,2643.3447
21.6300,569.05,2635.8396
21.6320,567.422,2638.5125
21.6340,567.919,2639.6875
21.6360,563.273,2618.0928
21.6380,567.721,2634.2253
21.6400,601.213,2770.3894
21.6420,567.348,2637.0334
21.6440,567.298,2627.7241
21.6460,585.647,2705.689
21.6480,573.112,2662.6782
21.6500,566.839,2633.5339
21.6520,544.39,2543.3901
21.6540,567.82,2631.2778
21.6560,569.174,2634.1372
21.6580,592.492,2739.6831
21.6600,569.36,2636.1367
21.6620,567.472,2635.3398
21.6640,567.037,2636.7219
21.6660,566.913,2636.1455
21.6680,579.038,2692.5269
21.6700,551.012,2557.7979
21.6720,568.255,2637.8398
21.6740,568.503,2636.7168
21.6760,570.342,2634.98
21.6780,572.081,2645.3025
21.6800,588.219,2712.866
21.6820,567.087,2632.418
21.6840,568.044,2636.8604
21.6860,544.552,2541.9688
21.6880,574.019,2668.04
21.6900,607.773,2805.4802
21.6920,574.653,2669.8379
21.6940,573.547,2663.5522
21.6960,572.74,2652.9316
21.6980,571.634,2651.2383
21.7000,577.485,2673.7556
21.7020,566.69,2641.9089
21.7040,566.876,2631.4385
21.7060,568.64,2643.0386
21.7080,569.795,2646.1279
21.7100,568.541,2640.3044
21.7120,593.585,2735.2397
21.7140,566.901,2632.6882
21.7160,569.162,2643.1882
21.7180,543.086,2529.6946
21.7200,565.671,2631.5015
21.7220,588.827,2722.7363
21.7240,574.715,2668.9766
21.7260,568.006,2636.6838
21.7280,571.336,2643.0002
21.7300,565.658,2630.3098
21.7320,572.516,2656.4741
21.7340,565.286,2625.1882
21.7360,564.702,2624.7349
21.7380,567.422,2639.6472
21.7400,572.094,2654.5161
21.7420,568.739,2632.124
21.7440,590.182,2725.4604
21.7460,566.118,2632.4487
21.7480,569.013,2645.9104
21.7500,564.031,2628.3845
21.7520,549.844,2558.9739
21.7540,574.851,2662.71
21.7560,597.3,2755.9421
21.7580,574.305,2659.0322
21.7600,574.106,2665.0002
21.7620,571.895,2653.5928
21.7640,569.112,2641.8181
21.7660,595.585,2758.7498
21.7680,545.757,2549.7769
21.7700,568.814,2646.1228
21.7720,571.621,2658.0376
21.7740,570.963,2645.8425
21.7760,592.132,2735.6499
21.7780,577.609,2682.4163
21.7800,566.64,2625.8098
21.7820,568.329,2634.7732
21.7840,542.775,2538.0161
21.7860,566.839,2634.6675
21.7880,589.225,2723.3979
21.7900,571.062,2650.8699
21.7920,569.423,2636.4285
21.7940,568.143,2638.4561
21.7960,565.621,2625.6125
21.7980,588.641,2710.1033
21.8000,545.533,2545.457
21.8020,565.596,2630.0215
21.8040,566.044,2632.1047
21.8060,570.23,2650.4287
21.8080,571.497,2652.8892
21.8100,587.312,2707.5085
21.8120,564.776,2626.2085
21.8140,566.888,2634.8953
21.8160,549.21,2557.1218
21.8180,555.484,2573.002
21.8200,589.772,2723.5669
21.8220,568.292,2639.1479
21.8240,568.714,2638.8328
21.8260,573.709,2657.4199
21.8280,572.342,2660.2454
21.8300,589.883,2729.9783
21.8320,582.852,2705.5991
21.8340,549.161,2565.6802
21.8360,572.938,2653.8486
21.8380,574.181,2657.3096
21.8400,575.709,2670.1382
21.8420,599.052,2771.2146
21.8440,574.802,2669.3806
21.8460,573.497,2665.614
21.8480,568.528,2642.5181
21.8500,543.496,2537.0393
21.8520,586.069,2709.9829
21.8540,572.727,2657.4531
21.8560,569.199,2635.3914
21.8580,569.149,2634.0215
21.8600,568.168,2640.845
21.8620,568.777,2641.4004
21.8640,589.262,2722.3904
21.8660,546.601,2549.3472
21.8680,567.385,2626.9927
21.8700,568.155,2635.103
21.8720,569.746,2647.0398
21.8740,592.418,2738.1562
21.8760,571.323,2655.5093
21.8780,567.261,2629.822
21.8800,567.808,2631.2222
21.8820,563.447,2625.6631
21.8840,546.9,2548.554
21.8860,592.828,2741.2368
21.8880,569,2645.8501
21.8900,576.23,2666.7922
21.8920,571.87,2646.6143
21.8940,571.41,2652.4851
21.8960,594.592,2752.9609
21.8980,572.951,2659.6387
21.9000,545.856,2551.3308
21.9020,570.255,2643.7024
21.9040,572.118,2646.6177
21.9060,573.671,2657.2441
21.9080,596.753,2761.7727
21.9100,570.901,2651.2642
21.9120,569.659,2647.7749
21.9140,571.572,2655.5234
21.9160,548.365,2558.6709
21.9180,593.697,2736.9434
21.9200,571.534,2649.6316
21.9220,572.479,2658.5925
21.9240,572.777,2659.9763
21.9260,571.448,2654.9473
21.9280,571.671,2657.1267
21.9300,595.275,2746.5989
21.9320,563.298,2619.3357
21.9340,549.682,2559.3196
21.9360,570.988,2655.0942
21.9380,571.944,2654.9641
21.9400,594.877,2750.7114
21.9420,573.063,2662.4507
21.9440,570.578,2646.3408
21.9460,570.317,2638.2864
21.9480,570.503,2643.7107
21.9500,548.85,2560.9338
21.9520,590.716,2731.4709
21.9540,572.292,2656.5796
21.9560,571.448,2654.9473
21.9580,571.311,2649.7402
21.9600,570.516,2640.3479
21.9620,589.312,2714.3711
21.9640,571.609,2655.6953
21.9660,548.751,2560.4719
21.9680,615.09,2826.9539
21.9700,627.128,2874.7549
21.9720,653.502,2978.6624
21.9740,643.812,2934.4951
21.9760,590.616,2732.1897
21.9780,589.374,2722.908
21.9800,589.039,2726.0723
21.9820,562.031,2617.9404
21.9840,570.18,2633.0913
21.9860,569.124,2632.7676
21.9880,568.28,2637.9561
21.9900,581.783,2695.9824
21.9920,568.391,2641.8811
21.9940,571.485,2652.8335
21.9960,586.74,2704.8713
21.9980,571.497,2655.175
22.0000,542.676,2534.2971
22.0020,569.944,2636.5608
22.0040,567.335,2636.9731
22.0060,587.958,2717.542
22.0080,568.528,2644.7922
22.0100,571.646,2653.5808
22.0120,565.211,2618.0574
22.0140,570.69,2653.7085
22.0160,561.944,2614.1633
22.0180,575.336,2661.5044
22.0200,567.77,2636.7241
22.0220,567.472,2637.6096
22.0240,568.019,2639.0161
22.0260,570.777,2652.9712
22.0280,592.157,2734.5811
22.0300,573.783,2662.353
22.0320,549.223,2563.7732
22.0340,572.702,2657.3374
22.0360,571.87,2645.4705
22.0380,596.194,2750.8389
22.0400,582.479,2701.5376
22.0420,573.758,2664.5322
22.0440,569.062,2643.8621
22.0460,569.994,2650.4722
22.0480,555.111,2590.1479
22.0500,581.46,2688.6711
22.0520,569.124,2646.4268
22.0540,570.342,2645.2461
22.0560,571.845,2645.3547
22.0580,572.23,2652.8584
22.0600,590.48,2730.3794
22.0620,566.367,2625.6775
22.0640,569.783,2639.2349
22.0660,546.241,2548.7605
22.0680,571.969,2657.3679
22.0700,574.566,2659.0913
22.0720,592.964,2747.7949
22.0740,570.069,2646.2603
22.0760,570.839,2652.1179
22.0780,568.093,2639.3601
22.0800,569.298,2643.8198
22.0820,569.51,2651.6387
22.0840,570.205,2646.8918
22.0860,570.69,2642.2947
22.0880,570.28,2638.1155
22.0900,581.933,2697.8413
22.0920,587.225,2709.4561
22.0940,567.671,2628.3169
22.0960,566.292,2618.5342
22.0980,548.428,2563.3523
22.1000,571.547,2655.4072
22.1020,576.827,2669.5554
22.1040,595.648,2743.5547
22.1060,569.51,2647.0823
22.1080,568.963,2641.1265
22.1100,567.708,2631.8945
22.1120,568.404,2628.3
22.1140,571.062,2653.1541
22.1160,567.895,2640.7119
22.1180,568.342,2639.3801
22.1200,571.621,2646.6052
22.1220,568.553,2640.3601
22.1240,585.163,2704.6235
22.1260,577.51,2680.8015
22.1280,570.255,2649.4048
22.1300,551.21,2570.8435
22.1320,554.403,2571.3213
22.1340,566.081,2620.9551
22.1360,593.573,2744.6816
22.1380,569.149,2638.5747
22.1400,572.74,2650.6406
22.1420,566.056,2631.0283
22.1440,570.951,2654.9221
22.1460,583.398,2696.4658
22.1480,546.44,2554.0605
22.1500,566.292,2627.5947
22.1520,569.51,2641.3875
22.1540,568.205,2636.4712
22.1560,571.385,2645.5127
22.1580,591.138,2721.5994
22.1600,567.82,2627.8708
22.1620,566.926,2629.4028
22.1640,543.757,2536.0828
22.1660,565.211,2622.5789
22.1680,599.437,2769.3989
22.1700,575.833,2675.3201
22.1720,576.057,2674.0566
22.1740,573.323,2663.6587
22.1760,573.125,2662.7388
22.1780,575.932,2667.717
22.1800,573.597,2658.0483
22.1820,571.895,2654.7368
22.1840,573.758,2666.8271
22.1860,575.075,2670.6484
22.1880,575.013,2671.5103
22.1900,600.145,2779.8718
22.1920,573.087,2663.708
22.1940,572.168,2652.571
22.1960,558.565,2596.21
22.1980,559.795,2599.688
22.2000,575.597,2670.77
22.2020,597.536,2767.7869
22.2040,575.87,2674.3403
22.2060,573.82,2667.1152
22.2080,572.466,2661.967
22.2100,572.056,2654.3398
22.2120,596.492,2751.021
22.2140,548.018,2552.668
22.2160,571.211,2653.8462
22.2180,573.684,2666.4832
22.2200,573.758,2664.5322
22.2220,577.622,2676.7002
22.2240,595.126,2757.8137
22.2260,571.609,2648.8359
22.2280,572.069,2650.9675
22.2300,548.365,2559.7678
22.2320,571.957,2659.5999
22.2340,592.915,2740.4531
22.2360,573.957,2667.752
22.2380,573.323,2665.9519
22.2400,573.187,2658.4414
22.2420,570.379,2641.9956
22.2440,577.187,2667.7585
22.2460,574.193,2675.7393
22.2480,560.329,2606.6504
22.2500,570.429,2652.4949
22.2520,572.727,2662.0349
22.2540,573.634,2655.9253
22.2560,592.604,2729.5339
22.2580,570.802,2654.2292
22.2600,569.783,2649.4912
22.2620,571.882,2659.2515
22.2640,547.645,2560.7881
22.2660,579.672,2675.7661
22.2680,587.163,2715.0417
22.2700,572.031,2657.656
22.2720,573.187,2664.1731
22.2740,570.628,2652.2788
22.2760,569.758,2650.5142
22.2780,591.275,2725.7778
22.2800,547.744,2550.2961
22.2820,569.174,2645.5208
22.2840,571.286,2656.48
22.2860,571.845,2656.7917
22.2880,588.281,2724.9175
22.2900,596.082,2755.0911
22.2920,567.162,2637.3032
22.2940,567.422,2640.782
22.2960,547.744,2557.9646
22.2980,565.447,2618.0198
22.3000,587.796,2707.3884
22.3020,568.255,2640.1128
22.3040,569.696,2647.9468
22.3060,569.075,2642.7844
22.3080,566.627,2635.9487
22.3100,583.548,2698.3259
22.3120,570.727,2651.5977
22.3140,544.191,2533.7532
22.3160,567.981,2630.8879
22.3180,567.36,2634.8198
22.3200,569.323,2646.2131
22.3220,594.331,2743.4319
22.3240,566.019,2620.668
22.3260,565.348,2625.4763
22.3280,567.062,2635.7041
22.3300,544.328,2542.0117
22.3320,585.933,2711.6978
22.3340,568.627,2642.9783
22.3360,567.845,2632.5293
22.3380,569.348,2645.1909
22.3400,567.957,2641
22.3420,567.77,2638.9949
22.3440,590.331,2726.1484
22.3460,548.08,2560.6299
22.3480,570.578,2650.9053
22.3500,573.622,2653.5754
22.3520,573.286,2656.6072
22.3540,592.84,2741.2922
22.3560,569.447,2638.8174
22.3580,568.379,2628.1846
22.3600,569.174,2638.6909
22.3620,547.049,2552.5305
22.3640,584.442,2701.291
22.3660,573.125,2659.2998
22.3680,568.59,2643.9436
22.3700,569.112,2645.2324
22.3720,567.932,2642.0198
22.3740,571.05,2654.2402
22.3760,592.293,2738.7629
22.3780,554.975,2579.5234
22.3800,553.434,2573.4683
22.3820,569.51,2645.9434
22.3840,567.683,2629.5076
22.3860,590.157,2727.7058
22.3880,568.131,2641.8091
22.3900,573.435,2663.0322
22.3920,565.621,2632.3999
22.3940,572.044,2658.8604
22.3960,546.341,2543.7637
22.3980,593.561,2732.7549
22.4000,566.801,2626.5559
22.4020,567.994,2628.6763
22.4040,566.888,2619.0225
22.4060,568.677,2628.4253
22.4080,584.517,2694.6235
22.4100,569.112,2639.5415
22.4120,542.986,2531.4009
22.4140,567.124,2631.4553
22.4160,574.752,2667.999
22.4180,594.517,2750.2358
22.4200,581.672,2697.7947
22.4220,574.603,2669.6057
22.4240,573.423,2665.2698
22.4260,574.926,2669.9565
22.4280,551.509,2566.7227
22.4300,590.629,2732.2498
22.4320,568.814,2643.8474
22.4340,569.323,2646.2131
22.4360,569.932,2643.3447
22.4380,568.665,2632.9189
22.4400,591.896,2734.5593
22.4420,570.404,2652.3787
22.4440,548.403,2561.0422
22.4460,565.236,2618.1733
22.4480,569.273,2640.2883
22.4500,570.429,2649.0723
22.4520,588.219,2715.219
22.4540,567.522,2637.842
22.4560,567.373,2638.2844
22.4580,565.795,2626.4204
22.4600,565.323,2623.0986
22.4620,570.938,2646.8687
22.4640,569.298,2648.374
22.4660,568.342,2639.3801
22.4680,569.845,2637.2424
22.4700,567.671,2631.7229
22.4720,573.435,2652.7102
22.4740,586.032,2720.3606
22.4760,567.758,2624.1775
22.4780,543.384,2531.0825
22.4800,567.249,2632.0354
22.4820,568.478,2636.6011
22.4840,594.753,2748.9485
22.4860,569.783,2644.9329
22.4880,568.615,2631.55
22.4900,570.069,2618.8967
22.4920,568.404,2633.9839
22.4940,563.807,2622.8301
22.4960,573.833,2662.585
22.4980,568.864,2638.3914
22.5000,570.081,2646.3162
22.5020,570.255,2644.8428
22.5040,569.833,2633.7683
22.5060,591.623,2728.5652
22.5080,569.249,2641.3154
22.5100,549.484,2561.6946
22.5120,564.478,2619.178
22.5140,568.677,2639.7988
22.5160,587.225,2711.8049
22.5180,576.454,2666.676
22.5200,570.367,2635.0955
22.5220,568.727,2632.0684
22.5240,570.764,2654.0525
22.5260,573.51,2665.6743
22.5280,573.559,2659.0198
22.5300,572.516,2655.3291
22.5320,571.994,2659.7722
22.5340,573,2662.158
22.5360,572.69,2660.7178
22.5380,595.424,2760.3857
22.5400,569.808,2650.7468
22.5420,568.553,2639.2231
22.5440,543.794,2534.0801
22.5460,567.696,2632.9739
22.5480,572.764,2659.916
22.5500,594.045,2753.9927
22.5520,570.044,2650.7046
22.5540,568.478,2644.5598
22.5560,567.236,2641.051
22.5580,568.553,2640.3601
22.5600,568.205,2634.1985
22.5620,568.615,2645.197
22.5640,568.093,2642.7688
22.5660,568.789,2644.8689
22.5680,570.541,2654.1567
22.5700,571.361,2652.2581
22.5720,589.883,2724.0796
22.5740,566.938,2628.3247
22.5760,566.876,2639.3745
22.5780,544.142,2541.1433
22.5800,568.926,2646.6438
22.5820,587.945,2719.8335
22.5840,570.267,2649.4604
22.5860,568.28,2641.3655
22.5880,567.882,2641.7871
22.5900,569.447,2647.9287
22.5920,570.143,2643.1831
22.5940,564.863,2631.1318
22.5960,565.497,2630.6921
22.5980,565.472,2631.7065
22.6000,567.646,2635.0129
22.6020,566.466,2625.0034
22.6040,591.859,2733.2048
22.6060,564.155,2623.321
22.6080,565.348,2631.1296
22.6100,541.93,2534.0647
22.6120,566.553,2635.6045
22.6140,568.901,2639.7007
22.6160,580.578,2695.0432
22.6180,567.124,2634.8582
22.6200,572.441,2659.5608
22.6220,565.286,2629.7104
22.6240,566.851,2626.7876
22.6260,571.634,2648.9517
22.6280,567.025,2633.2642
22.6300,567.186,2636.2803
22.6320,569.584,2632.6172
22.6340,567.721,2633.0901
22.6360,587.697,2710.4587
22.6380,568.255,2635.5667
22.6400,565.248,2623.8813
22.6420,565.012,2626.1758
22.6440,545.222,2534.1917
22.6460,567.808,2622.1372
22.6480,599.064,2772.4683
22.6500,577.05,2678.6663
22.6520,575.609,2666.2209
22.6540,591.287,2719.9202
22.6560,573.373,2662.7441
22.6580,594.654,2749.6802
22.6600,551.509,2575.5469
22.6620,567.41,2627.1082
22.6640,569.472,2645.7668
22.6660,569.609,2646.4033
22.6680,573.522,2661.1418
22.6700,593.002,2746.7854
22.6720,567.547,2637.9583
22.6740,568.441,2635.2925
22.6760,544.067,2533.176
22.6780,567.472,2638.7449
22.6800,589.647,2722.9897
22.6820,568.118,2630.3862
22.6840,568.155,2631.6941
22.6860,569.572,2645.0925
22.6880,565.658,2630.3098
22.6900,583.883,2702.2104
22.6920,555.757,2592.0508
22.6940,568.068,2641.5161
22.6960,567.745,2640.0142
22.6980,568.95,2644.4795
22.7000,568.988,2645.7942
22.7020,589.573,2726.1855
22.7040,565.708,2624.885
22.7060,567.584,2629.0491
22.7080,556.341,2594.7744
22.7100,559.683,2591.3323
22.7120,588.765,2710.6741
22.7140,568.677,2635.249
22.7160,569.05,2640.3918
22.7180,567.758,2633.2615
22.7200,566.292,2627.5947
22.7220,568.317,2638.1277
22.7240,596.07,2758.6118
22.7260,549.633,2566.7861
22.7280,573.795,2668.1467
22.7300,574.367,2667.3604
22.7320,574.454,2658.573
22.7340,599.511,2763.7456
22.7360,574.578,2667.1912
22.7380,571.92,2659.428
22.7400,568.019,2631.064
22.7420,544.179,2535.874
22.7440,578.715,2678.293
22.7460,583.784,2707.5901
22.7480,568.565,2640.416
22.7500,569.037,2642.6079
22.7520,567.758,2640.0747
22.7540,567.323,2635.7827
22.7560,588.38,2720.6692
22.7580,546.999,2553.3916
22.7600,565.807,2632.1343
22.7620,570.342,2646.3867
22.7640,567.522,2631.032
22.7660,584.703,2691.9727
22.7680,570.727,2644.7488
22.7700,570.218,2652.6543
22.7720,566.851,2635.8572
22.7740,549.297,2557.5269
22.7760,566.901,2625.8855
22.7780,597.648,2764.7197
22.7800,567.572,2639.21
22.7820,568.888,2643.0537
22.7840,566.752,2634.2632
22.7860,570.516,2643.771
22.7880,603.35,2777.8232
22.7900,565.621,2633.5312
22.7920,547.856,2548.6262
22.7940,571.87,2653.4768
22.7960,571.497,2652.8892
22.7980,574.827,2666.0479
22.8000,593.411,2735.6248
22.8020,571.696,2643.5222
22.8040,569.733,2636.7241
22.8060,646.868,2952.3057
22.8080,616.817,2837.3582
22.8100,603.375,2786.3857
22.8120,572.292,2655.4348
22.8140,571.969,2655.0801
22.8160,572.205,2651.5979
22.8180,573.671,2652.6548
22.8200,572.317,2648.6831
22.8220,596.48,2758.1235
22.8240,549.173,2562.4409
22.8260,572.081,2655.6001
22.8280,573.659,2662.9253
22.8300,572.677,2658.3667
22.8320,597.412,2758.8486
22.8340,573.547,2652.0813
22.8360,570.354,2643.0203
22.8380,628.917,2901.823
22.8400,563.385,2624.2473
22.8420,578.131,2672.1216
22.8440,579.92,2691.9888
22.8460,571.82,2656.6758
22.8480,573.187,2661.8806
22.8500,571.249,2656.3081
22.8520,569.174,2642.106
22.8540,592.828,2731.7512
22.8560,570.516,2646.0532
22.8580,545.806,2548.9143
22.8600,568.752,2641.2844
22.8620,570.814,2652.002
22.8640,590.144,2733.5469
22.8660,580.094,2690.4758
22.8680,569.547,2638.1416
22.8700,569.286,2634.6555
22.8720,569.82,2640.5459
22.8740,545.732,2548.5684
22.8760,593.797,2749.2803
22.8780,569.932,2646.7642
22.8800,570.466,2650.385
22.8820,570.951,2652.6382
22.8840,569.286,2642.6257
22.8860,587.486,2713.0105
22.8880,576.553,2662.5217
22.8900,553.981,2577.1196
22.8920,563.932,2618.9004
22.8940,570.913,2651.3201
22.8960,572.417,2656.0146
22.8980,598.12,2765.7068
22.9000,572.976,2662.0464
22.9020,571.621,2652.3213
22.9040,570.392,2639.7742
22.9060,571.373,2647.7424
22.9080,620.692,2863.8728
22.9100,572.814,2650.9832
22.9120,570.441,2644.5645
22.9140,571.634,2654.6682
22.9160,572.889,2658.2048
22.9180,572.441,2657.2712
22.9200,594.231,2747.7244
22.9220,571.82,2645.2393
22.9240,546.8,2545.9009
22.9260,567.783,2639.0554
22.9280,570.64,2642.0632
22.9300,591.536,2723.4319
22.9320,573.386,2662.8044
22.9340,569.447,2645.6509
22.9360,568.988,2645.7942
22.9380,570.044,2650.7046
22.9400,552.155,2570.834
22.9420,587.908,2720.8381
22.9440,568.926,2639.8167
22.9460,569.795,2638.1509
22.9480,570.628,2635.1602
22.9500,568.752,2629.9094
22.9520,586.889,2707.9058
22.9540,568.516,2635.6401
22.9560,555.397,2583.7068
22.9580,574.528,2668.1082
22.9600,576.653,2676.8235
22.9620,597.051,2761.958
22.9640,585.933,2718.729
22.9660,577.522,2678.5469
22.9680,574.938,2660.813
22.9700,575.435,2664.2642
22.9720,566.193,2639.5918
22.9740,571.497,2646.0312
22.9760,571.448,2644.6611
22.9780,571.696,2648.0957
22.9800,574.069,2663.6799
22.9820,571.895,2657.0242
22.9840,594.84,2750.5403
22.9860,571.795,2658.8467
22.9880,577.51,2678.4915
22.9900,542.042,2531.3362
22.9920,568.553,2639.2231
22.9940,570.019,2648.3081
22.9960,590.716,2718.4751
22.9980,569.124,2635.0442
23.0000,569.994,2636.7922
23.0020,565.161,2623.4775
23.0040,567.708,2637.5713
23.0060,565.882,2625.6924
23.0080,570.839,2642.9846
23.0100,568.702,2636.5027
23.0120,573.137,2661.6484
23.0140,569.112,2646.3708
23.0160,576.876,2669.782
23.0180,575.833,2660.3484
23.0200,568.056,2633.5078
23.0220,546.614,2549.4077
23.0240,569.621,2643.0413
23.0260,568.665,2638.6055
23.0280,596.977,2759.2278
23.0300,570.951,2650.3545
23.0320,571.137,2647.7913
23.0340,570.702,2652.6228
23.0360,572.404,2660.5337
23.0380,577.286,2679.7617
23.0400,563.484,2617.9465
23.0420,571.249,2644.8831
23.0440,573.721,2662.0654
23.0460,574.268,2669.1975
23.0480,575.411,2672.2087
23.0500,588.405,2710.1936
23.0520,565.969,2627.2283
23.0540,567.348,2638.1685
23.0560,544.241,2542.6941
23.0580,567.658,2636.2039
23.0600,587.448,2716.3596
23.0620,569.423,2639.845
23.0640,567.422,2639.6472
23.0660,569.423,2645.5391
23.0680,565.484,2621.584
23.0700,569.522,2632.3306
23.0720,565.795,2633.2097
23.0740,568.454,2643.311
23.0760,567.944,2639.8035
23.0780,567.422,2636.2424
23.0800,568.354,2637.1626
23.0820,590.691,2733.7178
23.0840,565.733,2630.6584
23.0860,569.534,2646.0549
23.0880,555.235,2588.5056
23.0900,569.05,2642.6682
23.0920,588.653,2714.8677
23.0940,574.69,2666.5615
23.0960,571.845,2655.6482
23.0980,572.081,2649.8792
23.1000,569.187,2633.0591
23.1020,571,2646.0139
23.1040,570.454,2644.6248
23.1060,567.696,2636.3801
23.1080,571.398,2652.4297
23.1100,571.646,2653.5808
23.1120,573,2661.012
23.1140,592.206,2732.4385
23.1160,573.261,2654.1985
23.1180,569.994,2636.7922
23.1200,571.373,2646.5996
23.1220,547.794,2557.1025
23.1240,572.516,2656.4741
23.1260,593.995,2743.0688
23.1280,573.311,2663.6028
23.1300,573.025,2659.9822
23.1320,571.994,2647.1882
23.1340,570.926,2643.3875
23.1360,595.263,2751.3057
23.1380,553.186,2578.9531
23.1400,570.727,2651.5977
23.1420,572.342,2659.1008
23.1440,572.528,2658.8201
23.1460,575.92,2664.2058
23.1480,597.561,2755.9512
23.1500,571.062,2654.2961
23.1520,572.267,2657.6082
23.1540,552.44,2578.79
23.1560,602.94,2777.1416
23.1580,636.097,2915.8687
23.1600,612.543,2809.1223
23.1620,633.699,2893.4695
23.1640,629.749,2886.7695
23.1660,638.507,2925.6389
23.1680,638.694,2927.7732
23.1700,653.129,2987.4121
23.1720,614.754,2821.7212
23.1740,640.768,2920.6206
23.1760,631.911,2895.416
23.1780,633.985,2904.9189
23.1800,656.769,2993.553
23.1820,637.774,2924.8315
23.1840,630.196,2890.0789
23.1860,626.159,2862.7988
23.1880,620.196,2846.6997
23.1900,634.979,2904.3938
23.1920,648.644,2952.6274
23.1940,640.694,2929.2529
23.1960,641.725,2936.5337
23.1980,628.047,2880.2234
23.2000,630.966,2889.8242
23.2020,662.881,3013.457
23.2040,603.3,2781.2131
23.2060,631.761,2890.9385
23.2080,635.861,2902.0698
23.2100,630.171,2879.8816
23.2120,635.762,2900.3462
23.2140,641.526,2930.4907
23.2160,633.463,2905.0613
23.2180,634.482,2904.6587
23.2200,599.275,2762.658
23.2220,639.104,2928.3745
23.2240,657.167,2997.9956
23.2260,625.003,2860.0139
23.2280,623.413,2860.2188
23.2300,641.725,2941.6675
23.2320,631.016,2895.1013
23.2340,645.253,2948.8064
23.2360,636.669,2918.4907
23.2380,612.493,2810.1177
23.2400,624.556,2862.9648
23.2420,636.047,2902.9185
23.2440,641.278,2915.2498
23.2460,654.893,2975.834
23.2480,624.084,2855.8083
23.2500,644.011,2939.2661
23.2520,634.109,2899.1465
23.2540,602.542,2775.3083
23.2560,652.831,2975.6038
23.2580,641.178,2936.595
23.2600,637.265,2925.0466
23.2620,631.178,2890.7952
23.2640,642.445,2928.2644
23.2660,639.613,2921.752
23.2680,642.868,2944.3352
23.2700,612.195,2807.5264
23.2720,637.961,2912.9299
